t,u,v,w,p,q,r,e0,e1,e2,e3,Xe,Ye,h,throttle,elevator,aileron,rudder,Fx,Fy,Fz,Mx,My,Mz
4.48,17.75,0.0184012,2.75882,-0.00549006,0.0834799,0.187317,0.981118,0.180055,0.0522022,-0.0475649,64.7819,-39.8569,97.5334,0.511952,-0.430396,-0.0189893,-0.0177999,3.14304,36.9361,-16.2636,0.00956804,0.00514759,0.0153386
4.49,17.7506,0.0185796,2.75885,-0.00548166,0.0835435,0.187397,0.981145,0.180097,0.0524445,-0.0465692,64.96,-39.8797,97.5289,0.511952,-0.430396,-0.0189893,-0.0177999,3.12897,36.9536,-16.2782,0.00957554,0.00507035,0.0154055
4.5,17.7512,0.0187589,2.75888,-0.00547325,0.0836064,0.187478,0.981171,0.180139,0.0526869,-0.0455729,65.1382,-39.9021,97.5245,0.511952,-0.430396,-0.0189893,-0.0177999,3.11492,36.9712,-16.2926,0.00958302,0.00499333,0.0154724
4.51,17.7517,0.0189391,2.75891,-0.00546483,0.0836686,0.187559,0.981196,0.18018,0.0529296,-0.0445762,65.3164,-39.9241,97.5201,0.511952,-0.430396,-0.0189893,-0.0177999,3.10089,36.9888,-16.3069,0.00959049,0.00491654,0.015539
4.52,17.7523,0.0191201,2.75894,-0.00545641,0.0837302,0.18764,0.981221,0.180222,0.0531724,-0.043579,65.4947,-39.9458,97.5156,0.511952,-0.430396,-0.0189893,-0.0177999,3.08688,37.0065,-16.3211,0.00959794,0.00483998,0.0156055
4.53,17.7528,0.0193019,2.75897,-0.00544798,0.0837912,0.187722,0.981244,0.180263,0.0534154,-0.0425812,65.6731,-39.9671,97.5113,0.511952,-0.430396,-0.0189893,-0.0177999,3.07289,37.0242,-16.3351,0.00960536,0.00476366,0.0156719
4.54,17.7533,0.0194846,2.75899,-0.00543955,0.0838515,0.187804,0.981266,0.180304,0.0536585,-0.041583,65.8514,-39.988,97.5069,0.511952,-0.430396,-0.0189893,-0.0177999,3.05893,37.042,-16.349,0.00961277,0.00468757,0.0157381
4.55,17.7538,0.0196681,2.75902,-0.00543111,0.0839112,0.187886,0.981286,0.180345,0.0539018,-0.0405843,66.0299,-40.0086,97.5026,0.511952,-0.430396,-0.0189893,-0.0177999,3.04499,37.0597,-16.3628,0.00962015,0.00461173,0.0158041
4.56,17.7543,0.0198524,2.75904,-0.00542266,0.0839702,0.187969,0.981306,0.180386,0.0541453,-0.0395851,66.2084,-40.0288,97.4983,0.511952,-0.430396,-0.0189893,-0.0177999,3.03108,37.0776,-16.3764,0.00962749,0.00453614,0.01587
4.57,17.7547,0.0200376,2.75906,-0.00541421,0.0840286,0.188052,0.981325,0.180427,0.0543889,-0.0385853,66.3869,-40.0486,97.494,0.511952,-0.430396,-0.0189893,-0.0177999,3.01719,37.0954,-16.3899,0.00963481,0.00446079,0.0159357
4.58,17.7552,0.0202236,2.75908,-0.00540576,0.0840864,0.188135,0.981343,0.180468,0.0546326,-0.0375851,66.5655,-40.0681,97.4897,0.511952,-0.430396,-0.0189893,-0.0177999,3.00333,37.1134,-16.4032,0.0096421,0.0043857,0.0160013
4.59,17.7556,0.0204105,2.7591,-0.0053973,0.0841435,0.188219,0.98136,0.180508,0.0548766,-0.0365844,66.7441,-40.0872,97.4855,0.511952,-0.430396,-0.0189893,-0.0177999,2.9895,37.1313,-16.4164,0.00964935,0.00431086,0.0160668
4.6,17.7561,0.0205982,2.75912,-0.00538883,0.0842,0.188303,0.981375,0.180549,0.0551206,-0.0355831,66.9227,-40.106,97.4812,0.511952,-0.430396,-0.0189893,-0.0177999,2.97569,37.1493,-16.4294,0.00965656,0.00423629,0.016132
4.61,17.7565,0.0207867,2.75913,-0.00538035,0.0842559,0.188388,0.98139,0.180589,0.0553648,-0.0345814,67.1014,-40.1244,97.4771,0.511952,-0.430396,-0.0189893,-0.0177999,2.96192,37.1673,-16.4423,0.00966373,0.00416198,0.0161972
4.62,17.7569,0.0209761,2.75915,-0.00537187,0.0843111,0.188473,0.981404,0.180629,0.0556091,-0.0335792,67.2802,-40.1424,97.4729,0.511952,-0.430396,-0.0189893,-0.0177999,2.94817,37.1854,-16.4551,0.00967087,0.00408794,0.0162622
4.63,17.7573,0.0211662,2.75916,-0.00536338,0.0843657,0.188558,0.981416,0.18067,0.0558536,-0.0325765,67.459,-40.16,97.4687,0.511952,-0.430396,-0.0189893,-0.0177999,2.93446,37.2035,-16.4678,0.00967795,0.00401417,0.016327
4.64,17.7576,0.0213572,2.75917,-0.00535489,0.0844197,0.188644,0.981428,0.18071,0.0560982,-0.0315732,67.6378,-40.1773,97.4646,0.511952,-0.430396,-0.0189893,-0.0177999,2.92078,37.2217,-16.4803,0.009685,0.00394068,0.0163917
4.65,17.758,0.0215491,2.75918,-0.00534639,0.0844731,0.18873,0.981438,0.18075,0.0563429,-0.0305695,67.8166,-40.1942,97.4605,0.511952,-0.430396,-0.0189893,-0.0177999,2.90713,37.2399,-16.4926,0.009692,0.00386746,0.0164563
4.66,17.7584,0.0217417,2.75919,-0.00533788,0.0845259,0.188816,0.981447,0.180789,0.0565878,-0.0295653,67.9956,-40.2107,97.4564,0.511952,-0.430396,-0.0189893,-0.0177999,2.89351,37.2581,-16.5048,0.00969895,0.00379453,0.0165207
4.67,17.7587,0.0219352,2.75919,-0.00532937,0.084578,0.188903,0.981456,0.180829,0.0568327,-0.0285605,68.1745,-40.2269,97.4524,0.511952,-0.430396,-0.0189893,-0.0177999,2.87993,37.2764,-16.5169,0.00970585,0.00372189,0.016585
4.68,17.759,0.0221295,2.7592,-0.00532085,0.0846296,0.18899,0.981463,0.180869,0.0570778,-0.0275553,68.3535,-40.2427,97.4484,0.511952,-0.430396,-0.0189893,-0.0177999,2.86639,37.2947,-16.5289,0.0097127,0.00364954,0.0166492
4.69,17.7593,0.0223246,2.7592,-0.00531232,0.0846805,0.189077,0.981469,0.180908,0.057323,-0.0265496,68.5325,-40.2581,97.4443,0.511952,-0.430396,-0.0189893,-0.0177999,2.85288,37.313,-16.5407,0.0097195,0.00357747,0.0167132
4.7,17.7596,0.0225206,2.7592,-0.00530379,0.0847308,0.189165,0.981474,0.180947,0.0575683,-0.0255433,68.7115,-40.2732,97.4404,0.511952,-0.430396,-0.0189893,-0.0177999,2.8394,37.3314,-16.5524,0.00972624,0.00350571,0.0167771
4.71,17.7599,0.0227174,2.7592,-0.00529526,0.0847806,0.189253,0.981478,0.180986,0.0578136,-0.0245366,68.8906,-40.2879,97.4364,0.511952,-0.430396,-0.0189893,-0.0177999,2.82597,37.3499,-16.5639,0.00973294,0.00343425,0.0168409
4.72,17.7601,0.022915,2.7592,-0.00528672,0.0848297,0.189342,0.981481,0.181026,0.0580591,-0.0235293,69.0697,-40.3022,97.4325,0.511952,-0.430396,-0.0189893,-0.0177999,2.81257,37.3684,-16.5754,0.00973958,0.00336309,0.0169046
4.73,17.7604,0.0231134,2.7592,-0.00527817,0.0848782,0.18943,0.981483,0.181064,0.0583047,-0.0225216,69.2489,-40.3161,97.4286,0.511952,-0.430396,-0.0189893,-0.0177999,2.79922,37.3869,-16.5867,0.00974616,0.00329223,0.0169681
4.74,17.7606,0.0233127,2.7592,-0.00526962,0.0849262,0.189519,0.981484,0.181103,0.0585504,-0.0215134,69.4281,-40.3297,97.4247,0.511952,-0.430396,-0.0189893,-0.0177999,2.7859,37.4054,-16.5978,0.00975269,0.00322169,0.0170316
4.75,17.7609,0.0235128,2.75919,-0.00526107,0.0849735,0.189609,0.981484,0.181142,0.0587962,-0.0205046,69.6073,-40.3429,97.4208,0.511952,-0.430396,-0.0189893,-0.0177999,2.77262,37.424,-16.6088,0.00975916,0.00315146,0.0170949
4.76,17.7611,0.0237137,2.75919,-0.00525251,0.0850203,0.189699,0.981482,0.181181,0.059042,-0.0194954,69.7865,-40.3558,97.417,0.511952,-0.430396,-0.0189893,-0.0177999,2.75939,37.4427,-16.6197,0.00976558,0.00308155,0.0171581
4.77,17.7613,0.0239154,2.75918,-0.00524394,0.0850664,0.189789,0.98148,0.181219,0.0592879,-0.0184856,69.9658,-40.3682,97.4131,0.511952,-0.430396,-0.0189893,-0.0177999,2.7462,37.4614,-16.6305,0.00977194,0.00301196,0.0172212
4.78,17.7615,0.024118,2.75917,-0.00523538,0.085112,0.189879,0.981476,0.181257,0.059534,-0.0174754,70.1451,-40.3803,97.4093,0.511952,-0.430396,-0.0189893,-0.0177999,2.73305,37.4801,-16.6411,0.00977824,0.00294269,0.0172842
4.79,17.7616,0.0243214,2.75916,-0.0052268,0.0851571,0.18997,0.981472,0.181296,0.05978,-0.0164646,70.3244,-40.3921,97.4056,0.511952,-0.430396,-0.0189893,-0.0177999,2.71995,37.4989,-16.6516,0.00978449,0.00287375,0.0173471
4.8,17.7618,0.0245256,2.75915,-0.00521823,0.0852015,0.190061,0.981466,0.181334,0.0600262,-0.0154533,70.5038,-40.4034,97.4018,0.511952,-0.430396,-0.0189893,-0.0177999,2.70689,37.5177,-16.662,0.00979068,0.00280514,0.0174099
4.81,17.762,0.0247307,2.75913,-0.00520965,0.0852454,0.190153,0.98146,0.181372,0.0602724,-0.0144416,70.6831,-40.4144,97.3981,0.511952,-0.430396,-0.0189893,-0.0177999,2.69388,37.5365,-16.6722,0.00979681,0.00273687,0.0174726
4.82,17.7621,0.0249366,2.75912,-0.00520107,0.0852887,0.190245,0.981452,0.181409,0.0605187,-0.0134293,70.8625,-40.425,97.3944,0.511952,-0.430396,-0.0189893,-0.0177999,2.68091,37.5554,-16.6823,0.00980289,0.00266893,0.0175352
4.83,17.7622,0.0251433,2.7591,-0.00519248,0.0853314,0.190337,0.981443,0.181447,0.0607651,-0.0124165,71.0419,-40.4352,97.3907,0.511952,-0.430396,-0.0189893,-0.0177999,2.66799,37.5743,-16.6923,0.00980891,0.00260133,0.0175977
4.84,17.7623,0.0253508,2.75908,-0.00518389,0.0853735,0.19043,0.981433,0.181485,0.0610115,-0.0114033,71.2214,-40.4451,97.387,0.511952,-0.430396,-0.0189893,-0.0177999,2.65512,37.5933,-16.7021,0.00981487,0.00253407,0.0176601
4.85,17.7624,0.0255592,2.75907,-0.0051753,0.0854152,0.190523,0.981422,0.181522,0.0612579,-0.0103895,71.4009,-40.4546,97.3834,0.511952,-0.430396,-0.0189893,-0.0177999,2.6423,37.6123,-16.7119,0.00982078,0.00246716,0.0177225
4.86,17.7625,0.0257684,2.75905,-0.00516671,0.0854562,0.190616,0.98141,0.181559,0.0615045,-0.00937523,71.5803,-40.4637,97.3798,0.511952,-0.430396,-0.0189893,-0.0177999,2.62953,37.6314,-16.7215,0.00982663,0.00240059,0.0177848
4.87,17.7626,0.0259784,2.75902,-0.00515812,0.0854967,0.190709,0.981397,0.181597,0.061751,-0.00836045,71.7599,-40.4724,97.3762,0.511952,-0.430396,-0.0189893,-0.0177999,2.61681,37.6505,-16.731,0.00983243,0.00233438,0.017847
4.88,17.7627,0.0261892,2.759,-0.00514952,0.0855366,0.190803,0.981382,0.181634,0.0619976,-0.00734517,71.9394,-40.4808,97.3726,0.511952,-0.430396,-0.0189893,-0.0177999,2.60414,37.6696,-16.7403,0.00983818,0.00226853,0.0179091
4.89,17.7627,0.0264009,2.75898,-0.00514092,0.085576,0.190898,0.981367,0.181671,0.0622443,-0.00632939,72.1189,-40.4888,97.369,0.511952,-0.430396,-0.0189893,-0.0177999,2.59152,37.6888,-16.7495,0.00984387,0.00220303,0.0179711
4.9,17.7628,0.0266134,2.75895,-0.00513232,0.0856149,0.190992,0.981351,0.181708,0.062491,-0.0053131,72.2985,-40.4964,97.3655,0.511952,-0.430396,-0.0189893,-0.0177999,2.57896,37.708,-16.7586,0.00984951,0.00213789,0.0180331
4.91,17.7628,0.0268268,2.75892,-0.00512372,0.0856532,0.191087,0.981333,0.181744,0.0627377,-0.00429631,72.4781,-40.5036,97.362,0.511952,-0.430396,-0.0189893,-0.0177999,2.56645,37.7272,-16.7676,0.0098551,0.00207312,0.018095
4.92,17.7628,0.0270409,2.7589,-0.00511512,0.085691,0.191182,0.981314,0.181781,0.0629844,-0.00327901,72.6577,-40.5105,97.3585,0.511952,-0.430396,-0.0189893,-0.0177999,2.55399,37.7465,-16.7765,0.00986065,0.00200872,0.0181568
4.93,17.7628,0.0272559,2.75887,-0.00510651,0.0857282,0.191278,0.981295,0.181817,0.0632312,-0.00226122,72.8373,-40.517,97.3551,0.511952,-0.430396,-0.0189893,-0.0177999,2.54159,37.7659,-16.7852,0.00986614,0.00194468,0.0182186
4.94,17.7628,0.0274717,2.75884,-0.00509791,0.0857649,0.191374,0.981274,0.181854,0.063478,-0.00124292,73.0169,-40.5231,97.3516,0.511952,-0.430396,-0.0189893,-0.0177999,2.52924,37.7853,-16.7938,0.00987159,0.00188102,0.0182803
4.95,17.7628,0.0276884,2.7588,-0.0050893,0.0858011,0.19147,0.981252,0.18189,0.0637248,-0.000224111,73.1965,-40.5288,97.3482,0.511952,-0.430396,-0.0189893,-0.0177999,2.51695,37.8047,-16.8023,0.00987699,0.00181773,0.0183419
4.96,17.7627,0.0279059,2.75877,-0.00508069,0.0858367,0.191567,0.981229,0.181926,0.0639717,0.000795196,73.3762,-40.5342,97.3448,0.511952,-0.430396,-0.0189893,-0.0177999,2.50472,37.8241,-16.8107,0.00988234,0.00175483,0.0184035
4.97,17.7627,0.0281242,2.75874,-0.00507208,0.0858718,0.191664,0.981205,0.181962,0.0642185,0.00181501,73.5558,-40.5392,97.3414,0.511952,-0.430396,-0.0189893,-0.0177999,2.49254,37.8436,-16.819,0.00988766,0.0016923,0.0184651
4.98,17.7626,0.0283434,2.7587,-0.00506348,0.0859065,0.191761,0.981179,0.181998,0.0644654,0.00283532,73.7355,-40.5438,97.3381,0.511952,-0.430396,-0.0189893,-0.0177999,2.48043,37.8632,-16.8271,0.00989293,0.00163016,0.0185265
4.99,17.7626,0.0285633,2.75866,-0.00505487,0.0859406,0.191859,0.981153,0.182033,0.0647123,0.00385614,73.9152,-40.548,97.3347,0.511952,-0.430396,-0.0189893,-0.0177999,2.46837,37.8828,-16.8351,0.00989816,0.0015684,0.018588
5,17.7625,0.0287841,2.75862,-0.00504626,0.0859741,0.191957,0.981126,0.182069,0.0649592,0.00487746,74.0948,-40.5519,97.3314,0.511952,-0.430396,-0.0189893,-0.0177999,2.45638,37.9024,-16.843,0.00990335,0.00150704,0.0186493
5.01,17.7624,0.0290058,2.75858,-0.00503765,0.0860072,0.192055,0.981097,0.182104,0.0652061,0.00589929,74.2745,-40.5554,97.3281,0.511952,-0.430396,-0.0189893,-0.0177999,2.44444,37.9221,-16.8508,0.00990851,0.00144607,0.0187107
5.02,17.7623,0.0292282,2.75854,-0.00502903,0.0860398,0.192154,0.981067,0.18214,0.065453,0.00692161,74.4542,-40.5585,97.3249,0.511952,-0.430396,-0.0189893,-0.0177999,2.43257,37.9418,-16.8585,0.00991363,0.00138549,0.018772
5.03,17.7622,0.0294515,2.7585,-0.00502042,0.0860719,0.192253,0.981037,0.182175,0.0656998,0.00794445,74.6339,-40.5612,97.3216,0.511952,-0.430396,-0.0189893,-0.0177999,2.42075,37.9615,-16.866,0.00991872,0.00132531,0.0188332
5.04,17.7621,0.0296756,2.75846,-0.00501181,0.0861035,0.192352,0.981005,0.18221,0.0659467,0.00896778,74.8136,-40.5635,97.3184,0.511952,-0.430396,-0.0189893,-0.0177999,2.40901,37.9813,-16.8735,0.00992378,0.00126554,0.0188944
5.05,17.7619,0.0299005,2.75841,-0.0050032,0.0861346,0.192452,0.980972,0.182245,0.0661936,0.00999162,74.9934,-40.5655,97.3152,0.511952,-0.430396,-0.0189893,-0.0177999,2.39732,38.0011,-16.8808,0.00992881,0.00120616,0.0189556
5.06,17.7618,0.0301263,2.75837,-0.00499458,0.0861652,0.192551,0.980938,0.18228,0.0664404,0.011016,75.1731,-40.5671,97.312,0.511952,-0.430396,-0.0189893,-0.0177999,2.3857,38.021,-16.888,0.00993381,0.00114719,0.0190167
5.07,17.7616,0.0303528,2.75832,-0.00498597,0.0861953,0.192652,0.980902,0.182314,0.0666873,0.0120408,75.3528,-40.5683,97.3088,0.511952,-0.430396,-0.0189893,-0.0177999,2.37414,38.0409,-16.8951,0.00993878,0.00108864,0.0190777
5.08,17.7615,0.0305802,2.75827,-0.00497735,0.0862249,0.192752,0.980866,0.182349,0.0669341,0.0130662,75.5325,-40.5691,97.3057,0.511952,-0.430396,-0.0189893,-0.0177999,2.36266,38.0608,-16.9021,0.00994373,0.00103049,0.0191388
5.09,17.7613,0.0308085,2.75822,-0.00496873,0.0862541,0.192853,0.980828,0.182383,0.0671809,0.014092,75.7122,-40.5696,97.3026,0.511952,-0.430396,-0.0189893,-0.0177999,2.35123,38.0808,-16.909,0.00994866,0.000972753,0.0191998
5.1,17.7611,0.0310375,2.75817,-0.00496011,0.0862827,0.192955,0.98079,0.182417,0.0674277,0.0151184,75.8919,-40.5697,97.2995,0.511952,-0.430396,-0.0189893,-0.0177999,2.33988,38.1009,-16.9157,0.00995357,0.000915435,0.0192607
5.11,17.7609,0.0312673,2.75812,-0.00495149,0.086311,0.193056,0.98075,0.182452,0.0676744,0.0161452,76.0716,-40.5694,97.2964,0.511952,-0.430396,-0.0189893,-0.0177999,2.32859,38.1209,-16.9224,0.00995846,0.000858537,0.0193217
5.12,17.7607,0.031498,2.75806,-0.00494287,0.0863387,0.193158,0.980709,0.182486,0.0679211,0.0171726,76.2513,-40.5687,97.2933,0.511952,-0.430396,-0.0189893,-0.0177999,2.31737,38.141,-16.9289,0.00996334,0.000802059,0.0193825
5.13,17.7605,0.0317295,2.75801,-0.00493425,0.086366,0.193261,0.980667,0.182519,0.0681678,0.0182005,76.4311,-40.5676,97.2903,0.511952,-0.430396,-0.0189893,-0.0177999,2.30622,38.1612,-16.9354,0.0099682,0.000746006,0.0194434
5.14,17.7603,0.0319617,2.75795,-0.00492562,0.0863928,0.193363,0.980624,0.182553,0.0684145,0.0192288,76.6108,-40.5662,97.2872,0.511952,-0.430396,-0.0189893,-0.0177999,2.29514,38.1814,-16.9417,0.00997305,0.000690379,0.0195042
5.15,17.76,0.0321948,2.7579,-0.00491699,0.0864192,0.193466,0.98058,0.182587,0.0686611,0.0202577,76.7904,-40.5644,97.2842,0.511952,-0.430396,-0.0189893,-0.0177999,2.28413,38.2016,-16.9479,0.0099779,0.000635181,0.019565
5.16,17.7598,0.0324287,2.75784,-0.00490836,0.0864451,0.19357,0.980535,0.18262,0.0689076,0.0212871,76.9701,-40.5622,97.2812,0.511952,-0.430396,-0.0189893,-0.0177999,2.27319,38.2219,-16.9541,0.00998274,0.000580414,0.0196257
5.17,17.7595,0.0326634,2.75778,-0.00489972,0.0864706,0.193673,0.980488,0.182654,0.0691541,0.022317,77.1498,-40.5596,97.2783,0.511952,-0.430396,-0.0189893,-0.0177999,2.26232,38.2422,-16.9601,0.00998757,0.000526081,0.0196864
5.18,17.7592,0.0328989,2.75772,-0.00489109,0.0864956,0.193777,0.980441,0.182687,0.0694006,0.0233474,77.3295,-40.5566,97.2753,0.511952,-0.430396,-0.0189893,-0.0177999,2.25152,38.2625,-16.966,0.0099924,0.000472184,0.0197471
5.19,17.759,0.0331352,2.75766,-0.00488244,0.0865202,0.193881,0.980392,0.18272,0.069647,0.0243783,77.5092,-40.5533,97.2724,0.511952,-0.430396,-0.0189893,-0.0177999,2.2408,38.2829,-16.9718,0.00999723,0.000418725,0.0198077
5.2,17.7587,0.0333723,2.75759,-0.0048738,0.0865444,0.193986,0.980342,0.182753,0.0698934,0.0254097,77.6888,-40.5496,97.2695,0.511952,-0.430396,-0.0189893,-0.0177999,2.23015,38.3033,-16.9775,0.0100021,0.000365707,0.0198683
5.21,17.7584,0.0336102,2.75753,-0.00486515,0.0865681,0.194091,0.980291,0.182786,0.0701397,0.0264416,77.8685,-40.5455,97.2666,0.511952,-0.430396,-0.0189893,-0.0177999,2.21958,38.3238,-16.9831,0.0100069,0.000313132,0.0199289
5.22,17.7581,0.0338489,2.75746,-0.00485649,0.0865914,0.194196,0.980239,0.182819,0.070386,0.027474,78.0481,-40.541,97.2637,0.511952,-0.430396,-0.0189893,-0.0177999,2.20908,38.3443,-16.9886,0.0100117,0.000261002,0.0199894
5.23,17.7577,0.0340883,2.7574,-0.00484783,0.0866142,0.194302,0.980186,0.182851,0.0706322,0.0285069,78.2277,-40.5361,97.2609,0.511952,-0.430396,-0.0189893,-0.0177999,2.19865,38.3649,-16.994,0.0100166,0.00020932,0.0200499
5.24,17.7574,0.0343286,2.75733,-0.00483916,0.0866367,0.194408,0.980131,0.182884,0.0708783,0.0295403,78.4073,-40.5309,97.2581,0.511952,-0.430396,-0.0189893,-0.0177999,2.18831,38.3855,-16.9993,0.0100215,0.000158088,0.0201103
5.25,17.7571,0.0345696,2.75726,-0.00483049,0.0866587,0.194514,0.980076,0.182916,0.0711243,0.0305742,78.5869,-40.5252,97.2552,0.511952,-0.430396,-0.0189893,-0.0177999,2.17804,38.4061,-17.0046,0.0100263,0.000107307,0.0201707
5.26,17.7567,0.0348114,2.75719,-0.00482181,0.0866804,0.194621,0.980019,0.182948,0.0713703,0.0316086,78.7665,-40.5192,97.2524,0.511952,-0.430396,-0.0189893,-0.0177999,2.16784,38.4268,-17.0097,0.0100312,5.69815e-05,0.0202311
5.27,17.7564,0.035054,2.75712,-0.00481312,0.0867016,0.194728,0.979961,0.18298,0.0716162,0.0326435,78.946,-40.5128,97.2497,0.511952,-0.430396,-0.0189893,-0.0177999,2.15773,38.4475,-17.0147,0.0100361,7.11189e-06,0.0202914
5.28,17.756,0.0352973,2.75705,-0.00480443,0.0867224,0.194835,0.979902,0.183012,0.0718621,0.033679,79.1256,-40.5061,97.2469,0.511952,-0.430396,-0.0189893,-0.0177999,2.14769,38.4682,-17.0196,0.0100411,-4.22991e-05,0.0203517
5.29,17.7556,0.0355414,2.75698,-0.00479572,0.0867428,0.194943,0.979842,0.183044,0.0721078,0.0347149,79.3051,-40.4989,97.2442,0.511952,-0.430396,-0.0189893,-0.0177999,2.13773,38.489,-17.0244,0.010046,-9.12494e-05,0.0204119
5.3,17.7553,0.0357863,2.7569,-0.00478701,0.0867629,0.19505,0.979781,0.183076,0.0723535,0.0357513,79.4846,-40.4914,97.2414,0.511952,-0.430396,-0.0189893,-0.0177999,2.12785,38.5098,-17.0291,0.010051,-0.000139737,0.0204721
5.31,17.7549,0.0360319,2.75683,-0.00477828,0.0867825,0.195159,0.979718,0.183107,0.0725991,0.0367883,79.6641,-40.4835,97.2387,0.511952,-0.430396,-0.0189893,-0.0177999,2.11806,38.5307,-17.0338,0.010056,-0.000187759,0.0205322
5.32,17.7545,0.0362783,2.75675,-0.00476955,0.0868018,0.195267,0.979655,0.183138,0.0728446,0.0378257,79.8436,-40.4752,97.2361,0.511952,-0.430396,-0.0189893,-0.0177999,2.10834,38.5516,-17.0383,0.010061,-0.000235315,0.0205923
5.33,17.754,0.0365254,2.75668,-0.0047608,0.0868206,0.195376,0.97959,0.18317,0.0730901,0.0388637,80.023,-40.4665,97.2334,0.511952,-0.430396,-0.0189893,-0.0177999,2.0987,38.5725,-17.0428,0.0100661,-0.000282401,0.0206523
5.34,17.7536,0.0367733,2.7566,-0.00475205,0.0868391,0.195485,0.979524,0.183201,0.0733354,0.0399021,80.2024,-40.4574,97.2307,0.511952,-0.430396,-0.0189893,-0.0177999,2.08915,38.5935,-17.0471,0.0100712,-0.000329017,0.0207123
5.35,17.7532,0.0370219,2.75652,-0.00474328,0.0868572,0.195595,0.979457,0.183232,0.0735807,0.0409411,80.3818,-40.448,97.2281,0.511952,-0.430396,-0.0189893,-0.0177999,2.07968,38.6145,-17.0514,0.0100763,-0.000375159,0.0207722
5.36,17.7528,0.0372712,2.75644,-0.0047345,0.086875,0.195705,0.979389,0.183263,0.0738258,0.0419805,80.5612,-40.4381,97.2255,0.511952,-0.430396,-0.0189893,-0.0177999,2.07029,38.6356,-17.0556,0.0100815,-0.000420826,0.0208321
5.37,17.7523,0.0375213,2.75636,-0.0047257,0.0868924,0.195815,0.979319,0.183294,0.0740709,0.0430205,80.7405,-40.4279,97.2229,0.511952,-0.430396,-0.0189893,-0.0177999,2.06099,38.6567,-17.0597,0.0100867,-0.000466017,0.0208919
5.38,17.7519,0.0377721,2.75628,-0.00471689,0.0869094,0.195926,0.979249,0.183324,0.0743158,0.0440609,80.9198,-40.4173,97.2203,0.511952,-0.430396,-0.0189893,-0.0177999,2.05177,38.6778,-17.0637,0.010092,-0.000510728,0.0209517
5.39,17.7514,0.0380236,2.75619,-0.00470806,0.0869261,0.196037,0.979177,0.183355,0.0745607,0.0451019,81.0991,-40.4063,97.2177,0.511952,-0.430396,-0.0189893,-0.0177999,2.04264,38.699,-17.0676,0.0100973,-0.000554958,0.0210113
5.4,17.7509,0.0382758,2.75611,-0.00469922,0.0869424,0.196148,0.979104,0.183385,0.0748054,0.0461434,81.2784,-40.395,97.2152,0.511952,-0.430396,-0.0189893,-0.0177999,2.03359,38.7202,-17.0714,0.0101026,-0.000598706,0.021071
5.41,17.7505,0.0385287,2.75602,-0.00469036,0.0869584,0.196259,0.97903,0.183415,0.07505,0.0471854,81.4576,-40.3832,97.2127,0.511952,-0.430396,-0.0189893,-0.0177999,2.02462,38.7415,-17.0752,0.010108,-0.000641969,0.0211305
5.42,17.75,0.0387824,2.75594,-0.00468148,0.086974,0.196371,0.978955,0.183445,0.0752946,0.0482278,81.6368,-40.3711,97.2101,0.511952,-0.430396,-0.0189893,-0.0177999,2.01575,38.7628,-17.0788,0.0101134,-0.000684746,0.02119
5.43,17.7495,0.0390367,2.75585,-0.00467259,0.0869893,0.196483,0.978878,0.183475,0.075539,0.0492708,81.816,-40.3586,97.2076,0.511952,-0.430396,-0.0189893,-0.0177999,2.00696,38.7841,-17.0824,0.0101189,-0.000727034,0.0212494
5.44,17.749,0.0392917,2.75576,-0.00466367,0.0870043,0.196596,0.978801,0.183505,0.0757833,0.0503143,81.9951,-40.3457,97.2052,0.511952,-0.430396,-0.0189893,-0.0177999,1.99826,38.8055,-17.0859,0.0101245,-0.000768832,0.0213087
5.45,17.7485,0.0395475,2.75567,-0.00465474,0.0870189,0.196709,0.978722,0.183535,0.0760275,0.0513583,82.1742,-40.3324,97.2027,0.511952,-0.430396,-0.0189893,-0.0177999,1.98964,38.8269,-17.0893,0.0101301,-0.000810138,0.0213679
5.46,17.748,0.0398039,2.75558,-0.00464578,0.0870332,0.196822,0.978642,0.183565,0.0762715,0.0524028,82.3533,-40.3187,97.2002,0.511952,-0.430396,-0.0189893,-0.0177999,1.98112,38.8483,-17.0927,0.0101357,-0.000850951,0.0214271
5.47,17.7474,0.0400609,2.75549,-0.0046368,0.0870472,0.196935,0.978561,0.183594,0.0765155,0.0534478,82.5323,-40.3046,97.1978,0.511952,-0.430396,-0.0189893,-0.0177999,1.97268,38.8698,-17.0959,0.0101414,-0.000891268,0.0214862
5.48,17.7469,0.0403187,2.7554,-0.0046278,0.0870609,0.197049,0.978479,0.183623,0.0767593,0.0544933,82.7113,-40.2902,97.1954,0.511952,-0.430396,-0.0189893,-0.0177999,1.96434,38.8913,-17.0991,0.0101472,-0.000931088,0.0215452
5.49,17.7464,0.0405771,2.75531,-0.00461877,0.0870742,0.197163,0.978395,0.183652,0.077003,0.0555393,82.8903,-40.2754,97.193,0.511952,-0.430396,-0.0189893,-0.0177999,1.95608,38.9129,-17.1022,0.010153,-0.000970409,0.0216041
5.5,17.7458,0.0408361,2.75522,-0.00460972,0.0870873,0.197278,0.978311,0.183682,0.0772466,0.0565858,83.0692,-40.2602,97.1906,0.511952,-0.430396,-0.0189893,-0.0177999,1.94792,38.9345,-17.1053,0.0101589,-0.00100923,0.0216629
